  856  conda install turtle
  857  pip install turtle
  858  conda install pygame
  859  conda install -c cogsci pygame
  860  anaconda-navigator
  861  apt-get update firefox
  862  apt update firefox
  863  apt install  firefox
  864  apt-get install  firefox
  865  ./firefox
  866  anaconda-navigator
  867  ./firefox
  868  pwd
  869  ls
  870  ./firefox
  871  cd Downloads
  872  ls
  873  dpkg -i code_1.34.0-1557957934_amd64.deb
  874  .
  875  .code
  876  . code
  877  pwd
  878  code.
  879  code .
  880  python hello.py
  881  pwd
  882  cd Desktop
  883  python hello.py
  884  hello.py
  885  ./hello.py
  886  chmod +x hello/py
  887  chmod +x hello.py
  888  ./hello.py
  889  python hello.py
  890  ./hello.py
  891  python hello.py
  892  sudo apt-get dist-upgrade
  893  sudo apt-get install alacarte
  894  sudo apt-get install alacarte --fix-missing
  895  conda install kivy
  896  anaconda-navigator
  897  git clone https://github.com/openai/gym
  898  cd gym
  899  pip install -e .
  900  sudo apt-get install -y python3-numpy python3-dev python-numpy python-
  901  dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-
  902  opengl libboost-all-dev libsdl2-dev swig pip install -e '.[all]'
  903  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-opengl libboost-all-dev libsdl2-dev swig pip install -e '.[all]'
  904  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  905  conda install -c conda-forge ffmpeg
  906  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  907  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  908  conda install pytorch torchvision -c soumith
  909  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  910  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb xorg-dev python-opengl libboost-all-dev libsdl2-dev swig --fix-missing
  911  pip install ppaquette-gym-doom
  912  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  913  pip install ppaquette-gym-doom
  914  pip install gym==0.7.4
  915  pip install ppaquette-gym-doom
  916  pt-get install -y python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev
  917  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  918  sudo apt-get install -y libav-tools 
  919  sudo apt-get install -y ffmpeg
  920  sudo apt-get install -y ffmpeg --fix-missing
  921  pip install ppaquette-gym-doom
  922  pip install cmake
  923  pip install vizdoom
  924  pip install ppaquette-gym-doom
  925  pip uninstall gym
  926  pip2 uninstall gym
  927  pip2 install gym
  928  cd gym
  929  pip install -e '.[all]'
  930  ls
  931  cd gym
  932  pip install -e '.[all]'
  933  pip install ppaquette-gym-doom
  934  pip install cmake
  935  sudo apt-get install -y ffmpeg --fix-missing
  936  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  937  pip install ppaquette-gym-doom
  938  pip install ppaquette-gym-atari
  939  cd ..
  940  cd..
  941  cd ..
  942  git clone https://github.com/openai/doom-py
  943  cd doom-py
  944  pip install -e '.[all]'
  945  pip install ppaquette-gym-atari
  946  pip install ppaquette-gym-doom
  947  cd ..
  948  anacconda-navigator
  949  anaconda-navigator
  950  sudo apt-get install python2.7
  951  sudo apt-get install idle
  952  sudo apt-get install python-pygame
  953  pygame
  954  pygame --version
  955  pygame -version
  956  python-pygame -version
  957  python
  958  sudo apt-get install python-pygame
  959  python
  960  pip install pygame
  961  python3 -m pip install -U pygame --user
  962  python
  963  import pygame
  964  python
  965  touch pyth.py
  966  python pyth.py
  967  anaconda-navigator
  968  pygame
  969  clesr
  970  clear
  971  python
  972  anaconda-navigator
  973  clear
  974  pip
  975  clear
  976  pip install SimpleHTTPServer
  977  clear
  978  nmap -sC -sV -oA nmap.nmap 10.10.10.129
  979  openvpn DRAKEL.ovpn
  980  anaconda-navigator
  981  pip uninstall gym
  982  anaconda-navigator
  983  ls -ah
  984  pt install -y python3-dev zlib1g-dev libjpeg-dev cmake swig python-pyglet python3-opengl libboost-all-dev libsdl2-dev     libosmesa6-dev patchelf ffmpeg xvfb
  985  apt install -y python3-dev zlib1g-dev libjpeg-dev cmake swig python-pyglet python3-opengl libboost-all-dev libsdl2-dev     libosmesa6-dev patchelf ffmpeg xvfb
  986  git clone https://github.com/openai/gym
  987  cd gym
  988  pip install -e '.[all]'
  989  cd .
  990  cd ..
  991  git clone https://github.com/openai/doom-py
  992  cd doom-py
  993  pip install -e .
  994  pip install cmake
  995  pip install vizdoom
  996  cmake install vizdoom
  997  pip install ppaquette-gym-doom
  998  sudo apt-get install -y python3-numpy python3-dev python-numpy python-dev cmake zlib1g-dev libjpeg-dev xvfb libav-tools xorg-dev python-opengl libboost-all-dev libsdl2-dev swig
  999  conda install -c conda-forge ffmpeg
 1000  cd gym
 1001  pip install -e .
 1002  pip install -e '.[all]'
 1003  cd ..
 1004  cd doom-py
 1005  pip install -e '.[all]'
 1006  conda install kivy
 1007  pip install -e '.[all]'
 1008  conda install -e '.[all]'
 1009  conda install .[all]'
 1010  ;
 1011  anaconda-navigator
 1012  sudo update-alternatives --config java
 1013  sudo update-alternatives --config java2
 1014  sudo update-alternatives --config java
 1015  pip uninstall gym
 1016  pip2 install gym
 1017  pip2 install gym-0.9.2
 1018  pip2 install gym-0.9.5
 1019  pip2 uninstall gym
 1020  pip2 install gym-0.9.5
 1021  pip install gym
 1022  anaconda-navigator
 1023  pip install gym-wrappers
 1024  pip install gym-super-mario-bros
 1025  anaconda-navigator
 1026  python
 1027  anaconda-navigator
 1028  anaconda-navigator 
 1029  sudo apt-get update
 1030  sudo apt-get upgrade
 1031  sudo apt-get dist-upgrade
 1032  ./lock.sh
 1033  sudo apt-get dist-upgrade
 1034  ls
 1035  dpkg -i google-chrome-stable_current_amd64.deb
 1036  gdebi google-chrome-stable_current_amd64.deb
 1037  apt-get install -y
 1038  apt-get install -y --fix-broken install
 1039  apt --fix-broken install
 1040  apt-get install gdebi -y
 1041  gdebi google-chrome-stable_current_amd64.deb
 1042  google-chrome -no-sandbox
 1043  ./lock.sh
 1044  apt-get dist-upgrade
 1045  apt-get update
 1046  apt-get dist-upgrade
 1047  git clone https://github.com/infodox/python-pty-shells
 1048  git clone https://github.com/tennc/webshell/blob/master/fuzzdb-webshell/php/cmd.php
 1049  git clone https://github.com/flozz/p0wny-shell
 1050  msfconsole
 1051  dirb
 1052  searchsploit
 1053  nmap
 1054  ifconfig
 1055  python -m SimpleHTTPServer
 1056  ls
 1057  ifconfig
 1058  ls
 1059  openvpn DRAKEL.ovpn
 1060  ifconfig
 1061  sudo apt-get install tmux
 1062  tmux
 1063  clear
 1064  tmux new -s HTB
 1065  touch cmd.php
 1066  vi cmd.php
 1067  vi read.txt
 1068  google-chrome
 1069  google-chrome --no-sandbox
 1070  git clonehttps://github.com/rebootuser/LinEnum/blob/master/LinEnum.sh
 1071  git clone https://github.com/rebootuser/LinEnum/blob/master/LinEnum.sh
 1072  wget  https://github.com/rebootuser/LinEnum/blob/master/LinEnum.sh
 1073  searchsploit nginx
 1074  nmap -sV -sC -oA 35.227.24.107
 1075  nmap -sV -sC -oA http://35.227.24.107/6c13efb824/
 1076  dirb -u http://35.227.24.107/6c13efb824/
 1077  dirb  http://35.227.24.107/6c13efb824/
 1078  python3 -m http.server
 1079  ls -l
 1080  ls -i
 1081  git clone https://github.com/danielmiessler/SecLists
 1082  wget  https://github.com/danielmiessler/SecLists
 1083  git clone https://github.com/danielmiessler/SecLists
 1084  ifconfig
 1085  nmap -sV -sC -oA opert  10.10.10.121 
 1086  openvpn DRAKEL.ovpn
 1087  ifconfig
 1088  openvpn DRAKEL.ovpn
 1089  ifconfig
 1090  nmap -sV -sC -oA opert  10.10.10.121 
 1091  nmap -sV -sC -oA opert -vvv  10.10.10.121 
 1092  nmap -p- -sV -sC -oA opert -vvv  10.10.10.121 
 1093  nmap -P 25 -sV -sC -oA opert -vvv  10.10.10.121 
 1094  nmap -p 25 -sV -sC -oA opert -vvv  10.10.10.121 
 1095  ifconfig
 1096  pwd
 1097  ssh -p 22 shiv@1010.10.121
 1098  ssh -p 22 shiv@10.10.10.121
 1099  cat /etc/hosts
 1100  pwd
 1101  searchsploit node.js
 1102  searchsploit -m exploits/linux/remote/45265.js
 1103  ls
 1104  mv 45265.js Home/BRAINHACK/HTB/HELP
 1105  mv 45265.js /BRAINHACK/HTB/HELP
 1106  mv 45265.js home/BRAINHACK/HTB/HELP
 1107  mv 45265.js /Home/BRAINHACK/HTB/HELP
 1108  mv 45265.js /root/BRAINHACK/HTB/HELP
 1109  cat 452625.js
 1110  cat 45265.js
 1111  nmap -sV -sC -oA opert  10.10.10.121 
 1112  dirb -u  10.10.10.121 
 1113  dirb -h
 1114  dirb --help
 1115  clear
 1116  dirb --help
 1117  dirb
 1118  dirb http:// 10.10.10.121  -r -o help.dirb
 1119  dirb http:// 10.10.10.121  /usr/share/wordlists/dirb
 1120  dirb http:// 10.10.10.121/  /usr/share/wordlists/dirb
 1121  dirb http://10.10.10.121/  /usr/share/wordlists/dirb
 1122  dirb http://10.10.10.121/  /usr/share/wordlists/dirb/commom.txt
 1123  dirb http://10.10.10.121/  /usr/share/wordlists/dirb/common.txt
 1124  openvpn DRAKEL.ovpn
 1125  git clone https://github.com/codingo/Reconnoitre
 1126  gobuster
 1127  apt-install jd-gui
 1128  apt-get install jd-gui
 1129  git clone https://github.com/maurosoria/dirsearch/blob/master/dirsearch.py
 1130  git clone https://github.com/maurosoria/dirsearch
 1131  git clone https://github.com/pentestmonkey/finger-user-enum
 1132  apt-cache search gobuster
 1133  sudo apt-get install -y gobuster
 1134  gobuster
 1135  dirbuster
 1136  php
 1137  sudo apt-get update
 1138  sudo apt-get upgrade
 1139  sudo apt-get update
 1140  sudo apt-get dist-upgrade
 1141  sudo apt-get dist-upgrade --fix-missing
 1142  sudo apt-get update
 1143  sudo apt-get upgrade
 1144  sudo apt-get dist-upgrade
 1145  sudo apt-get dist-upgrade --fix-missing
 1146  sudo apt-get upgrade
 1147  sudo apt-get update
 1148  sudo apt-get dist-upgrade 
 1149  git clone https://github.com/trustedsec/unicorn
 1150  ./java -jar burpsuite_pro_v1.7.35.jar 
 1151  sudo ./java -jar burpsuite_pro_v1.7.35.jar 
 1152  clear
 1153  ./java
 1154  chmod +x java
 1155  ./java
 1156  sudo ./java -jar burpsuite_pro_v1.7.35.jar 
 1157  ./java keyttool
 1158  ./java keytool
 1159  ./java -jar burpsuite_pro_v1.7.35.jar 
 1160  sudo su
 1161  ./java -jar Loader.jar 
 1162  clear
 1163  ./java -jar Loader.jar 
 1164  cd /usr/bin/
 1165  ls
 1166  java -Xbootclasspath/p:Loader.jar -jar burpsuite_jar_not_found.jar
 1167  ./java -Xbootclasspath/p:Loader.jar -jar burpsuite_jar_not_found.jar
 1168  ./java -Xbootclasspath/p:Loader.jar -jar burpsuite_pro_v1.7.35.jar 
 1169  /root/BRAINHACK/jre1.8.0_211/bin/java -Xbootclasspath/p:/root/BRAINHACK/jre1.8.0_211/bin/Loader.jar -jar /root/BRAINHACK/jre1.8.0_211/bin/burpsuite_pro_v1.7.35.jar 
 1170  echo " /root/BRAINHACK/jre1.8.0_211/bin/java -Xbootclasspath/p:/root/BRAINHACK/jre1.8.0_211/bin/Loader.jar -jar /root/BRAINHACK/jre1.8.0_211/bin/burpsuite_pro_v1.7.35.jar" > burp
 1171  ls
 1172  chmod +x burp
 1173  ./burp 
 1174  $PATH 
 1175  mv burp /usr/bin
 1176  ls
 1177  clear
 1178  cd /
 1179  burp
 1180  fierce -dns slack.com
 1181  burp
 1182  ifconfig
 1183  burp
 1184  sudo apt-get update
 1185  sudo apt-get upgrade
 1186  sudo apt-get dist-upgrade
 1187  sudo apt-get update
 1188  sudo apt-get upgrade
 1189  sudo apt-get update
 1190  sudo apt-get dist-upgrade
 1191  sudo apt-get update
 1192  jad
 1193  git clone https://github.com/pgaijin66/XSS-Payloads
 1194  bbqsql
 1195  sudo apt-get install bbqsql
 1196  bbqsql
 1197  sudo apt-get install coros
 1198  apt-get update bbqsql
 1199  apt update bbqsql
 1200  clear
 1201  php
 1202  google-chrome
 1203  google-chrome --sandbox
 1204  google-chrome 
 1205  apt-get install tmux
 1206  apt-get update
 1207  apt-get upgrade
 1208  xit
 1209  exit
 1210  apt-get install tmux
 1211  tmux
 1212  git clone https://github.com/opencv/opencv/tree/master/data/haarcascades
 1213  git clone https://github.com/opencv/opencv/tree/master/data
 1214  git clone https://github.com/opencv/opencv
 1215  apt-get upgrade
 1216  apt-get upgrade --fix-missing
 1217  git clone https://github.com/behzadanksu/cybertweets
 1218  anaconda-navigator 
 1219  anaconda-navigator 
 1220  anaconda-navigator
 1221  apt-get install libre-office
 1222  apt-get install libreoffice
 1223  sudo apt-get update
 1224  sudo apt-get upgrade
 1225  sudo apt-get dist-upgrade
 1226  git clonehttps://github.com/behzadanksu/cybertweets
 1227  git clone https://github.com/behzadanksu/cybertweets
 1228  anaconda-navigator
 1229  git clone https://github.com/behzadanksu/cybertweets
 1230  sudo apt-get upgrade
 1231  sudo apt-get update
 1232  sudo apt-get dist-upgrade
 1233  mkdir Malware
 1234  cd Malware
 1235  touch  smallMal.txt
 1236  vi smallmal.txt
 1237  ls
 1238  dpkg -i nordvpn-release_1.0.0_all.deb
 1239  apt-get update
 1240  sudo apt-get install nordvpn
 1241  nordvpn connect
 1242  touch stack0
 1243  echo "#include <stdlib.h>
 1244  #include <unistd.h>
 1245  #include <stdio.h>
 1246  int main(int argc, char **argv)
 1247  {
 1248   volatile int modified;
 1249   char buffer[64];
 1250   modified = 0;
 1251   gets(buffer);
 1252   if(modified != 0) {
 1253    printf("you have changed the 'modified' variable\n");
 1254   } else {
 1255    printf("Try again?\n");
 1256   }
 1257  }" > stack0
 1258  ls
 1259  cat stack0 
 1260  gcc -o stack0 stack0.c 
 1261  gcc stack0.c 
 1262  ./a.out 
 1263  python -c "print('A' * 65) "| ./a.out 
 1264  python -c "print('A' * 66) "| ./a.out 
 1265  gcc -o stack0 stack0.c 
 1266  ls
 1267  ./stack0 A
 1268  ./stack0 
 1269  python -c "print('A' * 66) "| ./stack0 
 1270  python -c "print('A' * 76) "| ./stack0 
 1271  python -c "print('A' * 796) "| ./stack0 
 1272  ./LinEnum.sh
 1273  chmod +x LinEnum.sh
 1274  ./LinEnum.sh
 1275  cat LinEnum.sh
 1276  launch chrome
 1277  chrome
 1278  launch google-chrome
 1279  launch google-chrome -sandbox
 1280  launch google-chrome --sandbox
 1281  sudo launch google-chrome --sandbox
 1282  sudo  google-chrome --sandbox
 1283  sudo  google-chrome 
 1284  sudo  google-chrome --no-sandbox
 1285  apt-get update
 1286  sudo apt-get dist-upgrade
 1287  apt-get update
 1288  ./lock.sh
 1289  sudo apt-get dist-upgrade
 1290  apt-get update
 1291  sudo apt-get upgrade
 1292  apt-get update
 1293  sudo apt-get upgrade
 1294  sudo apt-get dist-upgrade
 1295  ls
 1296  dpkg -i  virtualbox-6.0_6.0.8-130520~Ubuntu~bionic_amd64.deb
 1297  uname -a
 1298  uname -r
 1299  uname -mrs
 1300  lsb_release -a
 1301  apt-get install dkms build-essential
 1302  apt --fix-broken install
 1303  dpkg -i virtualbox-6.0_6.0.8-130520~Ubuntu~bionic_amd64.deb 
 1304  /sbin/vboxconfig
 1305  ./lock.sh
 1306  base64 -d VVRGU1IyVXdTa0pWTUZabVRtcFNPUT09
 1307  base64 -d VVRGU1IyVXdTa0pWTUZabVRtcFNPUT09
 1308  hashcat VVRGU1IyVXdTa0pWTUZabVRtcFNPUT09
 1309  base64 -d simplethough.txt 
 1310  burp
 1311  gcc important.cpp 
 1312  python sqlmap.py -r sqli.txt
 1313  sqlmap.py -h
 1314  sqlmap.py --help
 1315  sqlmap.py --h
 1316  sqlmap.py sql.txt
 1317  sqlmap.py -r sql.txt
 1318  python sqlmap.py -r sql.txt
 1319  sudo apt-get update
 1320  sudo apt-get upgrade
 1321  sudo apt-get dist-upgrade
 1322  sudo apt-get update
 1323  vi /etc/ssh/sshd_config
 1324  IFCONFIG
 1325  ifconfig
 1326  python fake_ssh.py 
 1327  git clone https://github.com/cheeseandcereal/fake-ssh?files=1
 1328  git clone https://github.com/cheeseandcereal/fake-ssh
 1329  python fake_ssh.py 
 1330  git clone https://github.com/cheeseandcereal/fake-ssh
 1331  python fake_ssh.py 
 1332  python real_ssh.py 
 1333  python
 1334  whoami
 1335  cd ~/real-ssh/
 1336  ls
 1337  uid
 1338  python fake_ssh.py 
 1339  ls
 1340  ./real_ssh.py 
 1341  ls
 1342  cd .
 1343  .ls
 1344  cd ..
 1345  ls
 1346  cd fake-ssh/
 1347  ls
 1348  ./fake_ssh.py 
 1349  ls
 1350  cd ..
 1351  lks
 1352  ls
 1353  cd real-ssh/
 1354  ls
 1355  ./real_ssh.py 
 1356  python
 1357  uname 0a
 1358  uname -a
 1359  ls
 1360  netstat 
 1361  ls
 1362  l
 1363  ls
 1364  sl
 1365  ls
 1366  reset
 1367  ls
 1368  service ssh start
 1369  ifconfig
 1370  chmod +x /root/.ssh/
 1371  ls
 1372  service ssh restart
 1373  ssh root@192.168.43.202
 1374  ls
 1375  venv
 1376  exit
 1377  ssh root@192.168.43.202
 1378  exit
 1379  ssh root@192.168.43.202
 1380  service sshd restart
 1381  service ssh start
 1382  ifconfig
 1383  ssh root@192.168.43.202
 1384  nmap -sC -sV 192.168.43.202
 1385  ssh root@192.168.43.202
 1386  nmap -sC -sV 192.168.43.202
 1387  ssh root@192.168.43.202
 1388  nmap -sC -sV 192.168.43.202
 1389  ssh root@192.168.43.202
 1390  \  ssh-keygen -f "/root/.ssh/known_hosts" -R "192.168.43.202"
 1391  ssh root@192.168.43.202
 1392  touch geek.txt
 1393  touch file.py
 1394  python file.py 
 1395  python file.py [0]
 1396  python file.py 
 1397  echo "Hello" > geek.txt 
 1398  echo "Hello everyone" >> geek.txt 
 1399  echo "Hello" > geek.txt 
 1400  /scripts/cphulkdblacklist 123.45.67.89
 1401  service ssh start
 1402  ifconfig
 1403  ssh root@192.168.43.179
 1404  ./fake_ssh.py
 1405  service ssh stop
 1406  ./fake_ssh.py
 1407  ssh root@192.168.43.179
 1408  ifconfig
 1409  ssh root@192.168.43.179
 1410  nmap -sV -sC 192.168.43.179
 1411  sudo iptables -A PREROUTING -t nat -p tcp --dport 22 -j REDIRECT --to-ports 2222
 1412  ssh root@192.168.43.179 -p 22
 1413  ssh root@192.168.43.179 -p 2222
 1414  ssh root@192.168.43.179 -p 22
 1415  sudo iptables -D PREROUTING -t nat -p tcp --dport 22 -j REDIRECT --to-ports 2222
 1416  ssh root@192.168.43.179 -p 22
 1417  ssh root@192.168.43.179
 1418  ifconfig
 1419  $ sudo iptables -A PREROUTING -t nat -i wlan0 -p tcp --dport 22 -j REDIRECT --to-port 2222
 1420  sudo iptables -A PREROUTING -t nat -i wlan0 -p tcp --dport 22 -j REDIRECT --to-port 2222
 1421  ssh root@192.168.43.179
 1422  ssh root@192.168.43.179 -p 2222
 1423  nmap -sV -sC 192.168.43.179
 1424  ssh root@192.168.43.179
 1425  service ssh start
 1426  ./fake_ssh.py
 1427  service ssh start
 1428  service ssh stop
 1429  service ssh start
 1430  service ssh stop
 1431  service ssh start
 1432  ifconfig
 1433  ssh root@192.168.43.179
 1434  iptables -L
 1435  iptables -nL
 1436  sudo apt-get install iptables
 1437  iptables -L -v
 1438  iptables -t nat-L -v
 1439  iptables -L -n -t nat
 1440  iptables -L -n -t filter
 1441  who
 1442  nmap 192.168.43.202
 1443  ssh 192.168.43.202 -p 2222
 1444  ssh 192.168.43.202 -p 22
 1445  ifconfig
 1446  ssh 192.168.43.202 -p 22
 1447  ssh 192.168.43.202 -p 22\
 1448  ssh 192.168.43.202 -p 22
 1449  root
 1450  ssh 192.168.43.202 -p 22
 1451  nmap 192.168.43.202
 1452  service ssh stop
 1453  touch geek.txt
 1454  ./fread.sh
 1455  chmod +X fread.sh
 1456  ./fread.sh
 1457  chmod +x fread.sh
 1458  ./fread.sh
 1459  touch fread.sh
 1460  ps -aux
 1461  ps -aux | grep sshd
 1462  clear
 1463  service ssh service
 1464  service ssh start
 1465  ps -aux | grep sshd
 1466  kill 14886
 1467  ./fake_ssh.py 
 1468  ps -aux | grep sshd
 1469  kill 15778
 1470  kill 15952
 1471  ifconfig
 1472  nmap -sV -sC 192.168.43.179
 1473  ps -aux | grep sshd
 1474  kill 15919
 1475  kill 6148
 1476  service ssh stop 
 1477  nmap -sV -sC 192.168.43.179
 1478  ifconfig
 1479  ssh root@192.168.43.179 -p 22
 1480  service ssh start
 1481  ./fake_ssh.py 
 1482  pgrep sshd
 1483  ps -aux
 1484  pgrep sshd
 1485  kill 17076
 1486  service ssh start 
 1487  kill 17076
 1488  service ssh stop 
 1489  iptables -L
 1490  iptables -A INPUT -j DROP -s 192.168.43.202 
 1491  iptables -L
 1492  iptables -F
 1493  iptables -A INPUT -j DROP -s 192.168.43.202 --destination-port 22
 1494  iptables -A INPUT -j DROP -s 192.168.43.202 --dport 22
 1495  iptables -A INPUT -j DROP -s 192.168.43.202 --d-port 22
 1496  iptables -A INPUT -j DROP -s 192.168.43.202 --dport 22
 1497  iptables -A INPUT -j DROP -s 192.168.43.202 --d 22
 1498  iptables -t nat -A INPUT -j DROP -s 192.168.43.202 --d 22
 1499  iptables -t nat -A INPUT -j DROP -s 192.168.43.202 --dport 22
 1500  iptables -h
 1501  iptables -t nat -A INPUT -p tcp -j DROP -s 192.168.43.202 --dport 22
 1502  iptables  -A INPUT -p tcp -j DROP -s 192.168.43.202 --dport 22
 1503  iptables -L
 1504  iptables -F
 1505  iptables -L
 1506  ./fake_ssh.py 
 1507  nmap -sV  -sC 192.168.43.179
 1508  ifconfig
 1509  nmap -sV -sC 192.138.43.179
 1510  iptables -F
 1511  service ssh stop
 1512  clear
 1513  ps -aux
 1514  pgrep fake_ssh
 1515  pgrep fake_ssh |xargs kill
 1516  xargs kill|pgrep fake
 1517  nmap -sV -sC 192.138.43.179
 1518  iptables -L
 1519  iptables  -t nat -L
 1520  clear
 1521  ./fake_ssh.py 
 1522  clear
 1523  ./fake_ssh.py 
 1524  service ssh start
 1525  ./fake_ssh.py 
 1526  nmap -sV -sC 192.138.43.179
 1527  apt-get update
 1528  apt-get upgrade
 1529  apt-get dist- upgrade
 1530  apt-get dist-upgrade
 1531  apt-get update
 1532  apt-get dist-upgrade
 1533  apt-get upgrade
 1534  who
